Date,Date,Index,SavGol,month
2000-02-18,2000-02-18,"[[0.53339341 0.48876339 0.53160681 0.63371264 0.60022361 0.58634481
  0.58387214 0.28059974 0.21506964 0.50968224 0.5282695  0.53472003
  0.39191979 0.37089178 0.46436049 0.50137658 0.50648527 0.5317744
  0.52743338 0.52700013 0.54544126]
 [0.52061462 0.51670327 0.57018153 0.59352427 0.57912402 0.56183572
  0.62839752 0.63860611 0.64082231 0.60653715 0.5779893  0.52238759
  0.4914332  0.36608744 0.43787573 0.50439614 0.50720354 0.49530387
  0.49269209 0.46552988 0.47401161]
 [0.49542426 0.5128505  0.56007128 0.60318041 0.59051133 0.57546703
  0.60023088 0.62109968 0.64994059 0.63360414 0.6126622  0.50621402
  0.51302582 0.49441373 0.48172495 0.55762089 0.56950749 0.54550215
  0.46059469 0.41967508 0.41464035]
 [0.38116525 0.42225613 0.28363886 0.23684871 0.65479163 0.62204396
  0.58113524 0.57920674 0.61642462 0.63749582 0.59738417 0.4186365
  0.57093965 0.50277628 0.50408756 0.60371017 0.63283031 0.59734652
  0.49183028 0.44669435 0.40252214]
 [0.20754382 0.34150124 0.48051608 0.5795088  0.58160629 0.57518515
  0.55546923 0.54161861 0.60026853 0.63898381 0.61171798 0.60702754
  0.57923019 0.57451529 0.55286666 0.54116685 0.6278561  0.63569578
  0.56821204 0.56047315 0.52079603]
 [0.08117422 0.10788389 0.52813848 0.50420314 0.48958543 0.39443126
  0.56954354 0.48870684 0.56486466 0.61094353 0.59995024 0.63632719
  0.58881045 0.6102652  0.56959272 0.51824467 0.6381216  0.67306578
  0.59567391 0.59546798 0.54146601]
 [0.11437962 0.63327148 0.59408964 0.54125215 0.46398499 0.58173156
  0.55396509 0.36758348 0.5567885  0.5794099  0.59938481 0.61867414
  0.58115095 0.57234391 0.54499739 0.53726718 0.49617649 0.61185735
  0.57521483 0.58188172 0.52628523]
 [0.56473029 0.59415027 0.60601215 0.57233493 0.52209524 0.502471
  0.50468159 0.5546535  0.59617784 0.58062833 0.57751943 0.60868247
  0.6189143  0.59386028 0.55828228 0.5295773  0.53258811 0.58350819
  0.5294928  0.60773849 0.64247978]
 [0.47966931 0.55223602 0.62843628 0.62123969 0.59849701 0.57417661
  0.5444689  0.55318773 0.58902286 0.61633965 0.60412266 0.63499352
  0.5765964  0.55720051 0.56412063 0.55767706 0.57027372 0.5461554
  0.5326815  0.5277689  0.62847513]
 [0.54633638 0.50015922 0.51750471 0.62609708 0.63233415 0.58189507
  0.55742411 0.54103145 0.58878889 0.64101159 0.63460501 0.61239757
  0.57112368 0.55192228 0.59480677 0.58563465 0.6070789  0.56601506
  0.49662651 0.52674311 0.44823465]
 [0.51158412 0.50570313 0.46278362 0.57545999 0.63829521 0.60369143
  0.56066578 0.54034912 0.56117297 0.62658555 0.63459589 0.61831782
  0.58624775 0.52573739 0.60439091 0.6186638  0.62587819 0.56221978
  0.49752012 0.62441444 0.47158355]
 [0.56220252 0.58559404 0.53105346 0.55271222 0.65254737 0.59647874
  0.58101996 0.56333973 0.5361865  0.57807794 0.60930213 0.6117867
  0.59768899 0.51543008 0.55295444 0.62580216 0.60785672 0.54118142
  0.49195778 0.61272883 0.59200454]
 [0.5933188  0.56939521 0.54635154 0.47938453 0.57962338 0.59337943
  0.55566976 0.57339328 0.53533355 0.55274969 0.51526082 0.60669934
  0.58273155 0.54892287 0.5292871  0.5463234  0.54801652 0.54532253
  0.59959126 0.47966638 0.54105234]
 [0.61130242 0.60156668 0.55929621 0.48651002 0.55859626 0.62160378
  0.6358752  0.61572865 0.53453426 0.51797883 0.55862233 0.60222008
  0.57197137 0.54060785 0.52964057 0.59175666 0.56929826 0.521819
  0.58089042 0.61141624 0.55759537]
 [0.61907236 0.62936899 0.59779723 0.55880069 0.60305164 0.70318801
  0.68629159 0.63748159 0.52634294 0.47806802 0.48619683 0.54453751
  0.52725072 0.54632877 0.55272277 0.5659715  0.53552361 0.54574185
  0.56345046 0.60843016 0.54822746]
 [0.54030903 0.59378405 0.63516031 0.63344316 0.6226652  0.64215518
  0.66932929 0.64726712 0.54344644 0.43113223 0.46610338 0.55088234
  0.54314671 0.5763231  0.59459324 0.59999652 0.59936126 0.58150284
  0.57299038 0.55394229 0.54930684]
 [0.56817342 0.5862916  0.57148345 0.5465644  0.50810693 0.54824346
  0.62865552 0.59277061 0.43192149 0.44616979 0.46751297 0.45620364
  0.53503191 0.51383502 0.54888935 0.5645432  0.54688583 0.60472905
  0.62377084 0.58536323 0.5838315 ]
 [0.49079639 0.50799852 0.5202235  0.47463599 0.49654793 0.50798719
  0.53453175 0.52347349 0.41471751 0.51628876 0.5183357  0.4793281
  0.50653285 0.58182478 0.56469375 0.554398   0.55954814 0.56858313
  0.59745296 0.58136559 0.56021642]]","[[0.53454686 0.48191976 0.54852319 0.61141437 0.60829458 0.61438252
  0.53145571 0.30060976 0.25838245 0.4456198  0.5739448  0.50234827
  0.40925876 0.37618493 0.45295096 0.50221015 0.5132967  0.52555867
  0.52713523 0.52910337 0.54476005]
 [0.52023015 0.51834264 0.56775184 0.59453891 0.57288494 0.57686451
  0.61365857 0.64754662 0.63447177 0.61314536 0.56901193 0.54049444
  0.45927313 0.3994722  0.42327855 0.50231916 0.50936024 0.49930145
  0.48260797 0.4723979  0.47239454]
 [0.49576092 0.51098632 0.56434241 0.59800467 0.59141224 0.58014504
  0.59455894 0.62714568 0.64184682 0.64694469 0.59062201 0.53055597
  0.49947175 0.49078055 0.49693137 0.54355582 0.57853058 0.53628308
  0.4710724  0.41405863 0.41581399]
 [0.39175662 0.38862655 0.29291624 0.32420766 0.55956167 0.66753649
  0.57341019 0.58081281 0.61407852 0.65096402 0.5508928  0.49290072
  0.50675728 0.52801474 0.5107739  0.59162354 0.6400426  0.58711191
  0.51013137 0.43512386 0.4051589 ]
 [0.20700323 0.34280765 0.48209284 0.57094937 0.58930091 0.57316026
  0.55048905 0.55053646 0.59773076 0.63125532 0.62243123 0.59827889
  0.58639862 0.57108574 0.54589923 0.55791317 0.61712739 0.62900594
  0.59748634 0.53906067 0.52598191]
 [0.06799774 0.1666907  0.43175153 0.56521229 0.43976521 0.46226357
  0.49691685 0.53847465 0.54779232 0.60361675 0.61914888 0.61277895
  0.61120455 0.59903975 0.55841511 0.5449832  0.62343239 0.66168916
  0.63690033 0.56589983 0.54857364]
 [0.11602793 0.62326786 0.61938311 0.50714832 0.5002963  0.56728317
  0.5140613  0.44130979 0.49941701 0.60044825 0.60145959 0.60841043
  0.59181406 0.56379976 0.55605335 0.51396465 0.53397499 0.57268229
  0.59280914 0.57955879 0.52588659]
 [0.56342437 0.59929734 0.59986568 0.57156862 0.52566289 0.49797948
  0.5091526  0.55510459 0.59019555 0.58358228 0.58070632 0.6060934
  0.6179457  0.59518695 0.55761333 0.52645406 0.54816102 0.55402588
  0.56612381 0.58727838 0.64685775]
 [0.47734884 0.56204793 0.61418382 0.62653986 0.59913114 0.57053702
  0.54735953 0.55314756 0.59075607 0.60686709 0.62152995 0.6160069
  0.58775526 0.55687839 0.55850763 0.56528564 0.56283149 0.55267359
  0.5280294  0.52953512 0.62819653]
 [0.55012873 0.48355492 0.54364096 0.61174808 0.63373712 0.5886482
  0.54954069 0.54756966 0.58872365 0.63535468 0.63985427 0.60945323
  0.56879684 0.56283141 0.57914477 0.60026059 0.59978958 0.55744482
  0.53062966 0.50211166 0.45417825]
 [0.51857404 0.47649424 0.50397926 0.56296789 0.63454463 0.60887948
  0.55963827 0.53844063 0.56833747 0.61792178 0.63812825 0.6226019
  0.56995341 0.55135246 0.58244246 0.63244703 0.62012874 0.54542506
  0.55759236 0.58139506 0.48191852]
 [0.56832771 0.56271785 0.55355654 0.56895797 0.62361685 0.61693033
  0.57615556 0.55697201 0.54622693 0.572639   0.6079481  0.62038465
  0.58004424 0.53150531 0.55250181 0.61814203 0.61232219 0.52792086
  0.53095983 0.58550537 0.59847889]
 [0.59211342 0.57740779 0.52436931 0.51129522 0.55862019 0.5917956
  0.57148335 0.55424379 0.55611209 0.52594811 0.54773797 0.58051934
  0.59380271 0.54561039 0.53384307 0.54307528 0.54086668 0.57177419
  0.54783185 0.5131384  0.53334562]
 [0.60957496 0.61052487 0.54041713 0.5069936  0.54768823 0.62085475
  0.64211304 0.605367   0.54258113 0.51663525 0.56182233 0.59414992
  0.57810015 0.53359664 0.54412277 0.57935948 0.56511012 0.53663823
  0.56934282 0.61620854 0.55676777]
 [0.61651135 0.63993066 0.58340407 0.56197691 0.61238314 0.68636625
  0.70024643 0.62539497 0.53541611 0.47261702 0.49653005 0.52816625
  0.54085465 0.53835676 0.56016178 0.55606984 0.54467832 0.53761012
  0.57161447 0.60433846 0.54904709]
 [0.53880593 0.59978025 0.62772576 0.63328131 0.62471682 0.64282961
  0.66981964 0.6450017  0.53668243 0.44291106 0.46853157 0.53387827
  0.55856005 0.56982589 0.59524837 0.60169714 0.59633158 0.58530122
  0.5697204  0.55541876 0.54903268]
 [0.56730927 0.58899535 0.57092692 0.53903597 0.51326294 0.55374048
  0.62637553 0.57247587 0.46164254 0.43400449 0.45647893 0.48076819
  0.50824059 0.53271026 0.54385283 0.55573762 0.5612712  0.59820418
  0.60865931 0.59940992 0.5801567 ]
 [0.48916346 0.51602002 0.50461005 0.48953351 0.48597065 0.51345766
  0.54112498 0.49400373 0.45740569 0.48802638 0.52148148 0.48316351
  0.51430658 0.5668341  0.57337107 0.55390464 0.55617291 0.57493989
  0.58809155 0.58694769 0.55897982]]",2
2000-03-05,2000-03-05,"[[0.53339341 0.48876339 0.53160681 0.63371264 0.60022361 0.58634481
  0.64064    0.60064649 0.58869825 0.50968224 0.1641797  0.45302102
  0.50220972 0.48155564 0.56313854 0.5404371  0.47445661 0.5317744
  0.52743338 0.52700013 0.54544126]
 [0.52061462 0.51670327 0.57018153 0.59352427 0.57912402 0.65937829
  0.62839752 0.63860611 0.64082231 0.60653715 0.5779893  0.52238759
  0.53978938 0.53640461 0.54343808 0.4505195  0.50720354 0.49530387
  0.49269209 0.46552988 0.47401161]
 [0.49542426 0.5128505  0.56007128 0.60318041 0.59051133 0.53984714
  0.6385864  0.62109968 0.64994059 0.63360414 0.6126622  0.49958069
  0.46124792 0.4326697  0.60342038 0.52258891 0.56950749 0.54550215
  0.46059469 0.15941344 0.41464035]
 [0.51340401 0.55215734 0.51074159 0.61905131 0.65479163 0.62204396
  0.46559599 0.52287108 0.60179424 0.63749582 0.59738417 0.57890886
  0.57093965 0.50277628 0.66048223 0.71236104 0.72688931 0.59734652
  0.49183028 0.44669435 0.40252214]
 [0.45610437 0.47768471 0.63442159 0.5795088  0.58160629 0.57518515
  0.43974897 0.4197481  0.39121079 0.5893631  0.75483495 0.66367894
  0.57923019 0.57451529 0.55286666 0.54116685 0.76780391 0.7648614
  0.56821204 0.56047315 0.52079603]
 [0.55642019 0.60029462 0.612342   0.69060779 0.48958543 0.51694598
  0.66680086 0.62421125 0.66960675 0.71094143 0.74739397 0.73899949
  0.55091429 0.6102652  0.56959272 0.51824467 0.68541855 0.7471711
  0.59567391 0.59546798 0.36396077]
 [0.60259898 0.63327148 0.46193433 0.54125215 0.46398499 0.64798355
  0.68073833 0.68083209 0.67034733 0.70249146 0.72859865 0.72526056
  0.66197103 0.57234391 0.54499739 0.53726718 0.54482752 0.68329901
  0.57521483 0.58188172 0.52380717]
 [0.56473029 0.59415027 0.60601215 0.57233493 0.52209524 0.69224113
  0.66009861 0.56154567 0.50308782 0.62318915 0.69239509 0.67908901
  0.6189143  0.59386028 0.40822273 0.35532287 0.61721718 0.62349629
  0.51772103 0.53490953 0.59894185]
 [0.47966931 0.55223602 0.62843628 0.62123969 0.49476805 0.56436747
  0.5444689  0.55318773 0.45173913 0.58881885 0.65050489 0.69475871
  0.5765964  0.55720051 0.56412063 0.55767706 0.57027372 0.5461554
  0.5326815  0.5277689  0.69009382]
 [0.54633638 0.50015922 0.51750471 0.62609708 0.63233415 0.49285913
  0.55742411 0.54103145 0.58878889 0.64101159 0.63460501 0.65408194
  0.57112368 0.55192228 0.59480677 0.58563465 0.6070789  0.56601506
  0.49662651 0.52674311 0.51764148]
 [0.51507938 0.35175154 0.46278362 0.57545999 0.63829521 0.60369143
  0.56066578 0.54034912 0.56117297 0.62658555 0.63459589 0.653162
  0.58624775 0.52573739 0.37778312 0.56670463 0.48757139 0.56221978
  0.49752012 0.51045696 0.50593275]
 [0.56220252 0.58559404 0.53105346 0.55271222 0.65254737 0.59647874
  0.58101996 0.56333973 0.63406342 0.57807794 0.60930213 0.6117867
  0.59768899 0.51543008 0.34278923 0.41918138 0.3307952  0.54118142
  0.50281649 0.50200245 0.51645523]
 [0.5933188  0.56939521 0.34265217 0.26163852 0.57962338 0.59337943
  0.57650185 0.57339328 0.53533355 0.55274969 0.57082507 0.60669934
  0.58273155 0.30301836 0.41969499 0.54335767 0.54801652 0.54532253
  0.54222711 0.55927057 0.54105234]
 [0.61130242 0.60156668 0.55929621 0.48651002 0.55859626 0.62160378
  0.57208169 0.61572865 0.53453426 0.65511948 0.65041012 0.60222008
  0.57197137 0.54060785 0.56949246 0.57888937 0.56929826 0.53834846
  0.57164677 0.61141624 0.55759537]
 [0.37293199 0.62936899 0.59779723 0.55880069 0.60305164 0.70318801
  0.68629159 0.63748159 0.52634294 0.61813712 0.48619683 0.54453751
  0.52725072 0.54632877 0.55272277 0.5659715  0.53552361 0.54574185
  0.57496818 0.60843016 0.32860985]
 [0.54030903 0.59378405 0.63516031 0.63344316 0.6226652  0.64215518
  0.66932929 0.64726712 0.54344644 0.43113223 0.46610338 0.50822252
  0.54314671 0.5763231  0.59459324 0.59999652 0.59936126 0.58150284
  0.57299038 0.48159069 0.54930684]
 [0.56817342 0.5862916  0.57148345 0.5465644  0.50810693 0.54824346
  0.62865552 0.59277061 0.43192149 0.37729118 0.49604967 0.55729234
  0.62344557 0.62634319 0.54888935 0.5645432  0.54688583 0.60472905
  0.62377084 0.48263261 0.5838315 ]
 [0.49079639 0.50799852 0.5202235  0.47463599 0.49654793 0.50798719
  0.53453175 0.52347349 0.41471751 0.4199286  0.52443367 0.54628569
  0.57335538 0.62348288 0.52994091 0.53485876 0.59828371 0.60412437
  0.53567946 0.4230338  0.56021642]]","[[0.53516123 0.47958515 0.55098068 0.61264311 0.60784955 0.59933633
  0.61903682 0.61396651 0.61232192 0.42137854 0.28742016 0.36946757
  0.51650984 0.50378505 0.54564759 0.53404853 0.49738225 0.51222501
  0.52418266 0.53546553 0.54283617]
 [0.51621866 0.53312181 0.55402832 0.58187104 0.6045546  0.63218086
  0.64532824 0.63487875 0.63658308 0.61419204 0.56641843 0.53636028
  0.52711812 0.5530295  0.51466825 0.48496679 0.48184495 0.50858331
  0.49475782 0.45989347 0.4757527 ]
 [0.49764091 0.50401197 0.57101428 0.60346084 0.57486611 0.5723981
  0.60474543 0.64422473 0.63595102 0.64751564 0.59385629 0.52063601
  0.43134521 0.48387711 0.54110484 0.57009868 0.54438214 0.577267
  0.39395213 0.20319803 0.40448833]
 [0.51912489 0.52718675 0.54978142 0.59818041 0.67075699 0.59230233
  0.49976996 0.50660201 0.60596503 0.63021478 0.60360994 0.58685959
  0.54083451 0.54590305 0.62599515 0.73455553 0.70834868 0.60692521
  0.5067051  0.43192089 0.40645497]
 [0.44679307 0.51758984 0.57456554 0.60610786 0.58465159 0.55022231
  0.4713721  0.38551836 0.42116345 0.58767135 0.73038796 0.67879161
  0.58513128 0.56985536 0.5317462  0.58657602 0.73842862 0.74769331
  0.64699616 0.50259628 0.53483604]
 [0.55738705 0.59044564 0.64708397 0.63079249 0.5300886  0.52560202
  0.6284402  0.65519705 0.65674813 0.71255686 0.76281788 0.69585216
  0.60606473 0.5776169  0.56102058 0.54989501 0.67431463 0.7152283
  0.67696723 0.54001617 0.37702516]
 [0.6065659  0.6101734  0.51792094 0.46894812 0.52928593 0.60493063
  0.69708503 0.67519089 0.67597783 0.69903939 0.73084049 0.72352174
  0.65813616 0.58004754 0.54309235 0.52223165 0.58476031 0.62893897
  0.61882485 0.56330172 0.52709317]
 [0.55730197 0.62165878 0.57989443 0.55028715 0.56724172 0.65314809
  0.67415176 0.55156281 0.52398898 0.60811698 0.69476877 0.67252786
  0.64252379 0.56427134 0.40733721 0.40094272 0.57200184 0.62825641
  0.57516929 0.48752289 0.61090751]
 [0.47326181 0.5751556  0.60995086 0.59413554 0.53712171 0.52832453
  0.57487941 0.51218169 0.49902484 0.55398486 0.67613131 0.6655615
  0.60054019 0.55012063 0.55980125 0.56528564 0.56283149 0.55400732
  0.52336132 0.53286947 0.68901497]
 [0.55379038 0.47006463 0.55616766 0.62331119 0.60482934 0.53815596
  0.52063291 0.55913277 0.58769873 0.62994112 0.65338815 0.63309242
  0.58233072 0.55741785 0.58004703 0.60026059 0.59978958 0.55894713
  0.52537157 0.50586744 0.5226837 ]
 [0.51369319 0.35805401 0.45206404 0.58303726 0.63121234 0.60887948
  0.55963827 0.53844063 0.56909167 0.61339656 0.6494413  0.63745709
  0.60957139 0.47700758 0.45577954 0.48450225 0.55178813 0.51790643
  0.50677394 0.5163479  0.50335218]
 [0.56832771 0.56271785 0.55355654 0.56895797 0.62361685 0.61904887
  0.56344427 0.58875024 0.60173289 0.60441722 0.59523681 0.61795417
  0.60286611 0.48410672 0.40221456 0.34301201 0.41160334 0.476521
  0.50949704 0.51605614 0.51132529]
 [0.60305753 0.53648906 0.36110194 0.32212631 0.51167243 0.62242889
  0.57858411 0.56221014 0.54619049 0.54443937 0.57392583 0.62812321
  0.520916   0.37216404 0.3908914  0.53650556 0.55798684 0.5408243
  0.54388895 0.55929056 0.54093488]
 [0.60888456 0.61314841 0.53765551 0.50561279 0.5559731  0.60014257
  0.60890418 0.56883109 0.5834717  0.62282807 0.65840132 0.60700327
  0.56369399 0.5501934  0.56290285 0.5826546  0.56232404 0.54554458
  0.57400338 0.60737212 0.5587863 ]
 [0.3735676  0.62661137 0.60205107 0.55664919 0.61238314 0.68636625
  0.70327822 0.60720418 0.58089309 0.55205015 0.54200703 0.50997546
  0.54388645 0.53835676 0.56016178 0.55631914 0.54318251 0.53659602
  0.59353736 0.59631857 0.33140911]
 [0.53880593 0.59978025 0.62772576 0.63328131 0.62471682 0.64282961
  0.66981964 0.6450017  0.53575906 0.44845129 0.45468098 0.50968591
  0.54470946 0.57536612 0.594325   0.60169714 0.59476553 0.59469753
  0.54544659 0.49966731 0.54511755]
 [0.56730927 0.58899535 0.57092692 0.53903597 0.51326294 0.55374048
  0.62488465 0.58203883 0.43776135 0.39299393 0.47407285 0.57040027
  0.62253262 0.61270861 0.57108723 0.54303989 0.56148284 0.61154582
  0.5741934  0.52024953 0.57459769]
 [0.48916346 0.51602002 0.50461005 0.48953351 0.48597065 0.51345766
  0.53903927 0.50665003 0.42677728 0.42811102 0.50761679 0.55116256
  0.58867921 0.59568283 0.54935394 0.53420044 0.59334577 0.60996337
  0.52150532 0.43262141 0.5579655 ]]",3
